NAME20,INTPTLAT20,INTPTLON20,Area,,,,,,,,,,,,,,,,,,,,,,
"Weiser, ID--OR",+44.2508057,-116.9687361,6352416.663,,,,,,,,,,,,,,,,,,,,,,
"Moscow, ID",+46.7317406,-116.9971622,16597881.34,,,,,,,,,,,,,,,,,,,,,,
"Chowchilla, CA",+37.1125278,-120.2467840,12617405.22,,,,,,,,,,,,,,,,,,,,,,
"Fort Morgan, CO",+40.2504625,-103.7941828,14352959.63,,,,,,,,,,,,,,,,,,,,,,
"Durango, CO",+37.2876720,-107.8678150,24563273.07,,,,,,,,,,,,,,,,,,,,,,
"Pagosa Springs, CO",+37.2699337,-107.0761023,17016614.06,,,,,,,,,,,,,,,,,,,,,,
"Cortez, CO",+37.3529204,-108.5738466,11071879.88,,,,,,,,,,,,,,,,,,,,,,
"Grants, NM",+35.1620544,-107.8545515,15916290.78,,,,,,,,,,,,,,,,,,,,,,
"Taos, NM",+36.3894166,-105.5978340,48837358.95,,,,,,,,,,,,,,,,,,,,,,
"St. George, UT",+37.1047200,-113.5631973,158091625.8,,,,,,,,,,,,,,,,,,,,,,
"Shiprock, NM",+36.7822567,-108.6900203,13665808.06,,,,,,,,,,,,,,,,,,,,,,
"Snoqualmie, WA",+47.5362024,-121.8687554,17791371.11,,,,,,,,,,,,,,,,,,,,,,
"Nipomo, CA",+35.0206875,-120.4999518,26326051.9,,,,,,,,,,,,,,,,,,,,,,
"Silver Lakes, CA",+34.7471340,-117.3455049,6516751.004,,,,,,,,,,,,,,,,,,,,,,
"Maricopa, AZ",+33.0594343,-112.0145350,34396452,,,,,,,,,,,,,,,,,,,,,,
"Corona de Tucson, AZ",+31.9446225,-110.7776100,8889246.303,,,,,,,,,,,,,,,,,,,,,,
"Vail, AZ",+32.0697327,-110.7091820,14923239.2,,,,,,,,,,,,,,,,,,,,,,
"Kirtland, NM",+36.7434473,-108.3457826,15286856.7,,,,,,,,,,,,,,,,,,,,,,
"Cottonwood (Yavapai County)--Verde Village, AZ",+34.7291177,-112.0168026,43787216.09,,,,,,,,,,,,,,,,,,,,,,
"Johnson Lane, NV",+39.0386583,-119.7339125,10734518.91,,,,,,,,,,,,,,,,,,,,,,
"Clearlake Riviera, CA",+38.9764304,-122.7414624,17524567.51,,,,,,,,,,,,,,,,,,,,,,
"Escalon, CA",+37.7925781,-120.9956600,5148446.12,,,,,,,,,,,,,,,,,,,,,,
"Modesto, CA",+37.6545901,-120.9771301,183220685.3,,,,,,,,,,,,,,,,,,,,,,
"Juneau, AK",+58.3583078,-134.5301034,38899882.42,,,,,,,,,,,,,,,,,,,,,,
"Anchorage, AK",+61.1695843,-149.8541544,240249327.3,,,,,,,,,,,,,,,,,,,,,,
"Kenai, AK",+60.5692309,-151.2705704,33944085.26,,,,,,,,,,,,,,,,,,,,,,
"Ketchikan, AK",+55.3775894,-131.7783828,61909487.43,,,,,,,,,,,,,,,,,,,,,,
"Pierre, SD",+44.3745055,-100.3324339,31278359.4,,,,,,,,,,,,,,,,,,,,,,
"Princeville, HI",+22.2196813,-159.4814450,7761864.511,,,,,,,,,,,,,,,,,,,,,,
"Star, ID",+43.6984157,-116.4918769,10105362.94,,,,,,,,,,,,,,,,,,,,,,
"Tri-City--Myrtle Creek, OR",+42.9938116,-123.3085936,12987962.97,,,,,,,,,,,,,,,,,,,,,,
"Ridgefield, WA",+45.8091312,-122.7108333,16722147.65,,,,,,,,,,,,,,,,,,,,,,
"Hereford, TX",+34.8235550,-102.3980366,17284555.65,,,,,,,,,,,,,,,,,,,,,,
"Ogden--Layton, UT",+41.1230763,-111.9748985,552020262.7,,,,,,,,,,,,,,,,,,,,,,
"Battlement Mesa, CO",+39.4424957,-108.0430227,7986727.673,,,,,,,,,,,,,,,,,,,,,,
"Carbondale, CO",+39.4009765,-107.2200952,6832957.386,,,,,,,,,,,,,,,,,,,,,,
"New Castle, CO",+39.5760883,-107.5342756,5821444.769,,,,,,,,,,,,,,,,,,,,,,
"San Luis Obispo, CA",+35.2635007,-120.6623872,36552512.9,,,,,,,,,,,,,,,,,,,,,,
"Deming, NM",+32.2599681,-107.7429905,21230096.03,,,,,,,,,,,,,,,,,,,,,,
"Oroville, CA",+39.4980458,-121.5389796,68507492.96,,,,,,,,,,,,,,,,,,,,,,
"Fortuna, CA",+40.5873210,-124.1451211,15005142.78,,,,,,,,,,,,,,,,,,,,,,
"Desert Hot Springs, CA",+33.9477527,-116.4925307,36411501.17,,,,,,,,,,,,,,,,,,,,,,
"Los Angeles--Long Beach--Anaheim, CA",+33.9849958,-118.1223950,4287640075,,,,,,,,,,,,,,,,,,,,,,
"Plumas Lake, CA",+39.0035770,-121.5501921,5010834.263,,,,,,,,,,,,,,,,,,,,,,
"McCall, ID",+44.9128453,-116.0957142,15825101.48,,,,,,,,,,,,,,,,,,,,,,
"Prosser, WA",+46.2090361,-119.7677273,12572896.12,,,,,,,,,,,,,,,,,,,,,,
"Duvall, WA",+47.7376507,-121.9644245,6410499.725,,,,,,,,,,,,,,,,,,,,,,
"Monroe, WA",+47.8667684,-121.9645138,29844186.63,,,,,,,,,,,,,,,,,,,,,,
"Freeland, WA",+48.0087875,-122.5431766,31628328.32,,,,,,,,,,,,,,,,,,,,,,
"Castle Rock, CO",+39.3996898,-104.8650456,92500027.83,,,,,,,,,,,,,,,,,,,,,,
"Telluride--Mountain Village, CO",+37.9404283,-107.8725570,17840649.12,,,,,,,,,,,,,,,,,,,,,,
"Goodyear South, AZ",+33.3407155,-112.4438508,24857633.53,,,,,,,,,,,,,,,,,,,,,,
"Pinetop-Lakeside, AZ",+34.1318391,-109.9480273,38126240.03,,,,,,,,,,,,,,,,,,,,,,
"Baker City, OR",+44.7806836,-117.8336802,11601579.01,,,,,,,,,,,,,,,,,,,,,,
"Cottage Grove, OR",+43.7900429,-123.0555521,13770167.75,,,,,,,,,,,,,,,,,,,,,,
"Eugene, OR",+44.0695206,-123.0856851,190490760.2,,,,,,,,,,,,,,,,,,,,,,
"Florence, OR",+44.0059127,-124.1114929,20708747.02,,,,,,,,,,,,,,,,,,,,,,
"Junction City, OR",+44.2109772,-123.2067235,7315896.28,,,,,,,,,,,,,,,,,,,,,,
"Stayton, OR",+44.8113656,-122.7972415,9928162.394,,,,,,,,,,,,,,,,,,,,,,
"Monmouth--Independence, OR",+44.8536081,-123.2090346,12998920.33,,,,,,,,,,,,,,,,,,,,,,
"Hermiston, OR",+45.8524187,-119.2777244,40131726.2,,,,,,,,,,,,,,,,,,,,,,
"McMinnville, OR",+45.2143297,-123.1748806,33163588.16,,,,,,,,,,,,,,,,,,,,,,
"Green Valley, AZ",+31.8669879,-110.9900561,52278341.14,,,,,,,,,,,,,,,,,,,,,,
"Snowmass Village, CO",+39.2126592,-106.9429577,5796663.278,,,,,,,,,,,,,,,,,,,,,,
"Peoria, AZ",+33.7493672,-112.3366693,18815583.42,,,,,,,,,,,,,,,,,,,,,,
"Pueblo West, CO",+38.3189075,-104.7570200,57181378.85,,,,,,,,,,,,,,,,,,,,,,
"Frisco, CO",+39.5787101,-106.0937709,5575410.66,,,,,,,,,,,,,,,,,,,,,,
"Palmdale--Lancaster, CA",+34.6988264,-118.1946323,220204251.8,,,,,,,,,,,,,,,,,,,,,,
"Hidden Meadows, CA",+33.2296460,-117.1043343,9724300.445,,,,,,,,,,,,,,,,,,,,,,
"Joshua Tree, CA",+34.1295845,-116.3215371,9849608.286,,,,,,,,,,,,,,,,,,,,,,
"Calexico, CA",+32.6808921,-115.4939164,14011756.81,,,,,,,,,,,,,,,,,,,,,,
"Soldotna, AK",+60.4900115,-151.0887497,13127062.32,,,,,,,,,,,,,,,,,,,,,,
"Kailua (Honolulu County)--Kaneohe, HI",+21.4053045,-157.7739106,77221689.56,,,,,,,,,,,,,,,,,,,,,,
"Glendive, MT",+47.0957950,-104.7561074,14083663.11,,,,,,,,,,,,,,,,,,,,,,
"Kapaa, HI",+22.0736790,-159.3617203,29266386.41,,,,,,,,,,,,,,,,,,,,,,
"Kekaha, HI",+21.9623136,-159.6747385,5231570.82,,,,,,,,,,,,,,,,,,,,,,
"Lihue, HI",+21.9758077,-159.3589305,18309037.06,,,,,,,,,,,,,,,,,,,,,,
"Kahului--Wailuku, HI",+20.8864707,-156.4897306,35118367.72,,,,,,,,,,,,,,,,,,,,,,
"Rapid City, SD",+44.0733449,-103.2219845,130510239.7,,,,,,,,,,,,,,,,,,,,,,
"Muleshoe, TX",+34.2286443,-102.7333770,6955737.161,,,,,,,,,,,,,,,,,,,,,,
"Belle Fourche, SD",+44.6658853,-103.8507956,7406380.018,,,,,,,,,,,,,,,,,,,,,,
"Lead, SD",+44.3553013,-103.7694180,10060752.07,,,,,,,,,,,,,,,,,,,,,,
"Othello, WA",+46.8182943,-119.1745205,11977459.81,,,,,,,,,,,,,,,,,,,,,,
"Price, UT",+39.6110815,-110.8033245,26072691.15,,,,,,,,,,,,,,,,,,,,,,
"Roosevelt, UT",+40.3055305,-110.0083768,8645002.1,,,,,,,,,,,,,,,,,,,,,,
"Moab, UT",+38.5539927,-109.5270522,17146888.9,,,,,,,,,,,,,,,,,,,,,,
"West Wendover, NV--UT",+40.7207654,-114.0390569,19146405.34,,,,,,,,,,,,,,,,,,,,,,
"Vernal, UT",+40.4462897,-109.5451351,40555921.28,,,,,,,,,,,,,,,,,,,,,,
"Sequim, WA",+48.0972090,-123.1449442,82625785.73,,,,,,,,,,,,,,,,,,,,,,
"Ocean Shores, WA",+46.9739909,-124.1542702,23958045.15,,,,,,,,,,,,,,,,,,,,,,
"Port Townsend, WA",+48.1205216,-122.7869553,15653975.27,,,,,,,,,,,,,,,,,,,,,,
"Shelton, WA",+47.2253793,-123.1055242,30670974.87,,,,,,,,,,,,,,,,,,,,,,
"Colville, WA",+48.5447542,-117.8983771,8356421.77,,,,,,,,,,,,,,,,,,,,,,
"Bellingham, WA",+48.7730072,-122.4808812,137531142.6,,,,,,,,,,,,,,,,,,,,,,
"Toppenish, WA",+46.3780903,-120.3207662,7984672.497,,,,,,,,,,,,,,,,,,,,,,
"Fallon, NV",+39.4877814,-118.7921286,36178109.01,,,,,,,,,,,,,,,,,,,,,,
"Grandview, WA",+46.2569166,-119.9103376,10684229.67,,,,,,,,,,,,,,,,,,,,,,
"Sidney, NE",+41.1375538,-102.9754548,11494506.47,,,,,,,,,,,,,,,,,,,,,,
"Laramie, WY",+41.3042561,-105.6010932,39360374.41,,,,,,,,,,,,,,,,,,,,,,
"Rawlins, WY",+41.7944224,-107.2304809,12424281.01,,,,,,,,,,,,,,,,,,,,,,
"Carson City, NV",+39.1553705,-119.7539996,67987945.25,,,,,,,,,,,,,,,,,,,,,,
"Sturgis, SD",+44.4089730,-103.5163853,10448279.68,,,,,,,,,,,,,,,,,,,,,,
"Minot, ND",+48.2336062,-101.2785411,69160292.22,,,,,,,,,,,,,,,,,,,,,,
"Lincoln City, OR",+44.9777993,-124.0014186,19835565.46,,,,,,,,,,,,,,,,,,,,,,
"Klamath Falls--Altamont, OR",+42.2023986,-121.7559914,63090356.6,,,,,,,,,,,,,,,,,,,,,,
"Alamosa, CO",+37.4644714,-105.8752424,19943819.13,,,,,,,,,,,,,,,,,,,,,,
"Hilo, HI",+19.7072877,-155.0840216,60924271.38,,,,,,,,,,,,,,,,,,,,,,
"Casper, WY",+42.8391477,-106.3367071,73077206.97,,,,,,,,,,,,,,,,,,,,,,
"Cody, WY",+44.5246958,-109.0502125,17922967.65,,,,,,,,,,,,,,,,,,,,,,
"Sheridan, WY",+44.7865750,-106.9619773,33688986.82,,,,,,,,,,,,,,,,,,,,,,
"Rock Springs, WY",+41.5949184,-109.2391318,35364985.21,,,,,,,,,,,,,,,,,,,,,,
"Jackson, WY",+43.4723447,-110.7731537,7545358.161,,,,,,,,,,,,,,,,,,,,,,
"Ephrata, WA",+47.3142461,-119.5532858,11064059.25,,,,,,,,,,,,,,,,,,,,,,
"St. Helens, OR",+45.8494338,-122.8372334,24770842.43,,,,,,,,,,,,,,,,,,,,,,
"Butte-Silver Bow, MT",+45.9838055,-112.5171519,39593477.91,,,,,,,,,,,,,,,,,,,,,,
"Prineville, OR",+44.3069018,-120.8511727,21207579.27,,,,,,,,,,,,,,,,,,,,,,
"Redmond, OR",+44.2644327,-121.1820202,37087864.71,,,,,,,,,,,,,,,,,,,,,,
"Miles City, MT",+46.4058230,-105.8389441,12009154.82,,,,,,,,,,,,,,,,,,,,,,
"Coquille, OR",+43.1763943,-124.1842322,9191290.266,,,,,,,,,,,,,,,,,,,,,,
"Bandon, OR",+43.1062078,-124.4209610,12643865.44,,,,,,,,,,,,,,,,,,,,,,
"Breckenridge, CO",+39.4861700,-106.0393202,28857628.24,,,,,,,,,,,,,,,,,,,,,,
"Coos Bay, OR",+43.3811291,-124.2427715,40273304.96,,,,,,,,,,,,,,,,,,,,,,
"Brookings, OR",+42.0531233,-124.2733287,18847311.05,,,,,,,,,,,,,,,,,,,,,,
"Colorado City, TX",+32.3971278,-100.8604545,7212211.205,,,,,,,,,,,,,,,,,,,,,,
"Silverthorne--Keystone, CO",+39.6305313,-106.0518629,29065498.96,,,,,,,,,,,,,,,,,,,,,,
"Buckeye North, AZ",+33.6716952,-112.6230359,7276735.769,,,,,,,,,,,,,,,,,,,,,,
"Sahuarita, AZ",+31.9782316,-110.9791884,12404691.84,,,,,,,,,,,,,,,,,,,,,,
"Munds Park, AZ",+34.9422068,-111.6410565,3093830.918,,,,,,,,,,,,,,,,,,,,,,
"Grand Lake, CO",+40.2335164,-105.8560831,14077416.22,,,,,,,,,,,,,,,,,,,,,,
"Prescott Valley East, AZ",+34.5570755,-112.2647803,9457678.449,,,,,,,,,,,,,,,,,,,,,,
"Page, AZ",+36.9184183,-111.4500826,18600600.47,,,,,,,,,,,,,,,,,,,,,,
"Winslow, AZ",+35.0303498,-110.7016486,9280966.8,,,,,,,,,,,,,,,,,,,,,,
"Safford, AZ",+32.8295570,-109.7308452,27088728.16,,,,,,,,,,,,,,,,,,,,,,
"Buckeye, AZ",+33.3852806,-112.5826508,20154881.15,,,,,,,,,,,,,,,,,,,,,,
"Phoenix--Mesa--Scottsdale, AZ",+33.4999005,-111.9631531,2885096649,,,,,,,,,,,,,,,,,,,,,,
"Hood River, OR--WA",+45.7117844,-121.5173891,24182537.82,,,,,,,,,,,,,,,,,,,,,,
"Heber, UT",+40.5083286,-111.4260543,34039614.76,,,,,,,,,,,,,,,,,,,,,,
"Provo--Orem, UT",+40.3007801,-111.7493164,418011682.5,,,,,,,,,,,,,,,,,,,,,,
"Port Angeles, WA",+48.1095139,-123.4233866,43277973.24,,,,,,,,,,,,,,,,,,,,,,
"Aberdeen, WA",+46.9745945,-123.8318158,30218403.43,,,,,,,,,,,,,,,,,,,,,,
"Port Hadlock-Irondale, WA",+48.0338104,-122.7630701,15425604.06,,,,,,,,,,,,,,,,,,,,,,
"Omak, WA",+48.4134618,-119.5142960,15950534.68,,,,,,,,,,,,,,,,,,,,,,
"Cheney, WA",+47.4911324,-117.5820166,8540974.409,,,,,,,,,,,,,,,,,,,,,,
"Olympia--Lacey, WA",+47.0284657,-122.8553874,288589763,,,,,,,,,,,,,,,,,,,,,,
"Mount Vernon, WA",+48.4610580,-122.3186526,80860091.35,,,,,,,,,,,,,,,,,,,,,,
"Anacortes, WA",+48.4918676,-122.6390491,26437095.74,,,,,,,,,,,,,,,,,,,,,,
"Centralia, WA",+46.7279591,-122.9806729,79515767.29,,,,,,,,,,,,,,,,,,,,,,
"Yelm, WA",+46.9461074,-122.5890943,20045979.89,,,,,,,,,,,,,,,,,,,,,,
"Birch Bay, WA",+48.9476030,-122.7358827,34207712.62,,,,,,,,,,,,,,,,,,,,,,
"Evanston, WY",+41.2600882,-110.9637390,19987656,,,,,,,,,,,,,,,,,,,,,,
"Lynden, WA",+48.9499200,-122.4548027,13791251.02,,,,,,,,,,,,,,,,,,,,,,
"Sunnyside, WA",+46.3206442,-120.0084050,14395173.19,,,,,,,,,,,,,,,,,,,,,,
"Globe, AZ",+33.3908878,-110.8138838,21085128.35,,,,,,,,,,,,,,,,,,,,,,
"Parker, AZ--CA",+34.1196865,-114.3963368,11952666.12,,,,,,,,,,,,,,,,,,,,,,
"Wickenburg, AZ",+33.9707671,-112.7520798,12195999.56,,,,,,,,,,,,,,,,,,,,,,
"Show Low, AZ",+34.2363743,-110.0479051,32635193.77,,,,,,,,,,,,,,,,,,,,,,
"Arizona City, AZ",+32.7498317,-111.6731746,11436308.33,,,,,,,,,,,,,,,,,,,,,,
"Bullhead City, AZ--NV",+35.1343252,-114.5339977,93117416.81,,,,,,,,,,,,,,,,,,,,,,
"Kingman, AZ",+35.2260116,-114.0154973,58382238.95,,,,,,,,,,,,,,,,,,,,,,
"Needles, CA--AZ",+34.8452186,-114.6089283,14830129.43,,,,,,,,,,,,,,,,,,,,,,
"Snowflake, AZ",+34.4951839,-110.0944300,9831504.052,,,,,,,,,,,,,,,,,,,,,,
"Buellton, CA",+34.6154975,-120.1942368,4127655.938,,,,,,,,,,,,,,,,,,,,,,
"San Diego Country Estates, CA",+33.0105735,-116.8042282,8522761.741,,,,,,,,,,,,,,,,,,,,,,
"Los Osos, CA",+35.3177515,-120.8371030,9938282.149,,,,,,,,,,,,,,,,,,,,,,
"Alpine, CA",+32.8257265,-116.7811392,25501368.99,,,,,,,,,,,,,,,,,,,,,,
"Crestline--Lake Arrowhead, CA",+34.2509620,-117.2283840,47122327.21,,,,,,,,,,,,,,,,,,,,,,
"Cienega Springs, AZ",+34.2729254,-114.1321760,8302671.756,,,,,,,,,,,,,,,,,,,,,,
"El Centro, CA",+32.8028391,-115.5603224,50136913.52,,,,,,,,,,,,,,,,,,,,,,
"Temecula--Murrieta--Menifee, CA",+33.5408407,-117.1388021,391915377.3,,,,,,,,,,,,,,,,,,,,,,
"Morro Bay, CA",+35.3880543,-120.8590661,13747575.48,,,,,,,,,,,,,,,,,,,,,,
"Fallbrook, CA",+33.3536566,-117.2251408,67480630.55,,,,,,,,,,,,,,,,,,,,,,
"Montrose, CO",+38.4809336,-107.8760791,50443660.92,,,,,,,,,,,,,,,,,,,,,,
"Greeley, CO",+40.4075531,-104.7308874,96971818.34,,,,,,,,,,,,,,,,,,,,,,
"Wapato, WA",+46.4452523,-120.4255703,6771993.879,,,,,,,,,,,,,,,,,,,,,,
"Yakima, WA",+46.6058422,-120.5431575,145266963.4,,,,,,,,,,,,,,,,,,,,,,
"Wenatchee, WA",+47.4273670,-120.3083842,87022195.14,,,,,,,,,,,,,,,,,,,,,,
"Oak Harbor, WA",+48.2955966,-122.6691502,61484488.32,,,,,,,,,,,,,,,,,,,,,,
"Tucson, AZ",+32.2621097,-110.9405955,926908437.7,,,,,,,,,,,,,,,,,,,,,,
"Somerton, AZ",+32.5948617,-114.7120698,5254557.626,,,,,,,,,,,,,,,,,,,,,,
"Barstow, CA",+34.8867036,-117.0328144,32068963.22,,,,,,,,,,,,,,,,,,,,,,
"Yuma, AZ--CA",+32.6766072,-114.5598754,137451179.3,,,,,,,,,,,,,,,,,,,,,,
"Florence East, AZ",+33.0317778,-111.3868743,6876782.22,,,,,,,,,,,,,,,,,,,,,,
"Chino Valley, AZ",+34.7667944,-112.4678314,35536457.98,,,,,,,,,,,,,,,,,,,,,,
"Holtville, CA",+32.8137812,-115.3783188,4194540.082,,,,,,,,,,,,,,,,,,,,,,
"Running Springs, CA",+34.2091549,-117.1140345,9458604.567,,,,,,,,,,,,,,,,,,,,,,
"Yucca Valley, CA",+34.1158937,-116.4169820,29355763.5,,,,,,,,,,,,,,,,,,,,,,
"Lamont, CA",+35.2562504,-118.9181302,7236734.116,,,,,,,,,,,,,,,,,,,,,,
"Eaton, CO",+40.5274346,-104.7168512,5595176.866,,,,,,,,,,,,,,,,,,,,,,
"Lafayette--Erie--Louisville, CO",+40.0079254,-105.0872154,91375952.1,,,,,,,,,,,,,,,,,,,,,,
"Longmont, CO",+40.1682100,-105.1076893,63306963.9,,,,,,,,,,,,,,,,,,,,,,
"Brownfield, TX",+33.1775967,-102.2724995,11234871.46,,,,,,,,,,,,,,,,,,,,,,
"Los Lunas, NM",+34.7672796,-106.7153699,102138214.9,,,,,,,,,,,,,,,,,,,,,,
"Winnemucca, NV",+40.9562005,-117.7400775,18701998.55,,,,,,,,,,,,,,,,,,,,,,
"Fernley, NV",+39.6029670,-119.2356164,27445799.06,,,,,,,,,,,,,,,,,,,,,,
"Twentynine Palms, CA",+34.1395915,-116.0644958,17659757.44,,,,,,,,,,,,,,,,,,,,,,
"Victorville--Hesperia--Apple Valley, CA",+34.4774847,-117.3018338,342124142.1,,,,,,,,,,,,,,,,,,,,,,
"Ruidoso, NM",+33.3594733,-105.6555871,43729539.12,,,,,,,,,,,,,,,,,,,,,,
"Alamogordo, NM",+32.8924526,-105.9521328,35565226.11,,,,,,,,,,,,,,,,,,,,,,
"Ocean Park, WA",+46.4807164,-124.0472388,23868689.71,,,,,,,,,,,,,,,,,,,,,,
"Hurricane, UT",+37.1812191,-113.3169082,26533671.08,,,,,,,,,,,,,,,,,,,,,,
"Socorro, NM",+34.0664032,-106.8986947,14035803.64,,,,,,,,,,,,,,,,,,,,,,
"Bloomfield, NM",+36.7155823,-107.9750390,16268433.67,,,,,,,,,,,,,,,,,,,,,,
"Farmington, NM",+36.7472225,-108.1623655,84528253.09,,,,,,,,,,,,,,,,,,,,,,
"Gallup, NM",+35.5215753,-108.7386913,35426437.38,,,,,,,,,,,,,,,,,,,,,,
"Yreka, CA",+41.7254016,-122.6362125,13816371.99,,,,,,,,,,,,,,,,,,,,,,
"Big Bear, CA",+34.2449529,-116.8609321,41808439.27,,,,,,,,,,,,,,,,,,,,,,
"Montesano--Elma, WA",+46.9692695,-123.6842588,26066799.79,,,,,,,,,,,,,,,,,,,,,,
"Watford City, ND",+47.8032525,-103.2598107,21734523.36,,,,,,,,,,,,,,,,,,,,,,
"Summerset, SD",+44.1973628,-103.3499543,8817558.985,,,,,,,,,,,,,,,,,,,,,,
"Albuquerque, NM",+35.1317929,-106.6238568,688323446.9,,,,,,,,,,,,,,,,,,,,,,
"Fairbanks, AK",+64.8553105,-147.7562035,199021261.4,,,,,,,,,,,,,,,,,,,,,,
"Livingston, MT",+45.6570389,-110.5665861,11683578.81,,,,,,,,,,,,,,,,,,,,,,
"Sitka, AK",+57.0603137,-135.3350751,20754787.25,,,,,,,,,,,,,,,,,,,,,,
"Granite Falls, WA",+48.0809614,-121.9699616,8247738.995,,,,,,,,,,,,,,,,,,,,,,
"Belfair, WA",+47.4459892,-122.8604000,13856142.34,,,,,,,,,,,,,,,,,,,,,,
"El Paso de Robles (Paso Robles)--Atascadero, CA",+35.4445726,-120.6244753,77718572.46,,,,,,,,,,,,,,,,,,,,,,
"Camp Verde, AZ",+34.6066935,-111.8870035,13472162.05,,,,,,,,,,,,,,,,,,,,,,
"Johnstown, CO",+40.3389944,-104.9531879,15038144.74,,,,,,,,,,,,,,,,,,,,,,
"Marana, AZ",+32.4464300,-111.2136855,8432277.488,,,,,,,,,,,,,,,,,,,,,,
"Fort Lupton, CO",+40.0831405,-104.8049268,6035621.033,,,,,,,,,,,,,,,,,,,,,,
"Prescott--Prescott Valley, AZ",+34.5513796,-112.4676317,126270292.4,,,,,,,,,,,,,,,,,,,,,,
"Firestone--Frederick, CO",+40.1395744,-104.9598128,39918960.05,,,,,,,,,,,,,,,,,,,,,,
"Fraser, CO",+39.9253003,-105.7884149,11548322.41,,,,,,,,,,,,,,,,,,,,,,
"Edwards--Avon, CO",+39.6390758,-106.5538337,30637928.51,,,,,,,,,,,,,,,,,,,,,,
"Aztec, NM",+36.8288680,-108.0001729,17831586.56,,,,,,,,,,,,,,,,,,,,,,
"Severance, CO",+40.5177554,-104.8603866,5109247.14,,,,,,,,,,,,,,,,,,,,,,
"Lubbock, TX",+33.5574781,-101.8953395,277415638.9,,,,,,,,,,,,,,,,,,,,,,
"Pocatello, ID",+42.8832705,-112.4446704,71382792.93,,,,,,,,,,,,,,,,,,,,,,
"Burns, OR",+43.5884593,-119.0539090,7820015.285,,,,,,,,,,,,,,,,,,,,,,
"Dickinson, ND",+46.8926507,-102.7881488,31947730.14,,,,,,,,,,,,,,,,,,,,,,
"Newport, OR",+44.6335597,-124.0587331,25094625.28,,,,,,,,,,,,,,,,,,,,,,
"Madras, OR",+44.6325368,-121.1295825,12115388.07,,,,,,,,,,,,,,,,,,,,,,
"Village of Oak Creek (Big Park), AZ",+34.7812691,-111.7606000,13614852.64,,,,,,,,,,,,,,,,,,,,,,
"Sonora--Twain Harte, CA",+38.0049505,-120.3136283,75887218.26,,,,,,,,,,,,,,,,,,,,,,
"Auburn, CA",+38.9257708,-121.0807914,44670571.91,,,,,,,,,,,,,,,,,,,,,,
"Galt, CA",+38.2657523,-121.3075619,18355443.41,,,,,,,,,,,,,,,,,,,,,,
"Incline Village, NV--CA",+39.2583943,-119.9568870,54737862.33,,,,,,,,,,,,,,,,,,,,,,
"Waldport, OR",+44.4261220,-124.0514579,14432186.17,,,,,,,,,,,,,,,,,,,,,,
"Ely, NV",+39.2473158,-114.8750698,8018079.538,,,,,,,,,,,,,,,,,,,,,,
"Pahrump, NV",+36.1892513,-116.0045908,135771617.8,,,,,,,,,,,,,,,,,,,,,,
"Worland, WY",+44.0173615,-107.9509545,7763294.254,,,,,,,,,,,,,,,,,,,,,,
"Lindsay, CA",+36.2082312,-119.0889497,7472629.032,,,,,,,,,,,,,,,,,,,,,,
"Elko, NV",+40.8397728,-115.7663064,32529311.88,,,,,,,,,,,,,,,,,,,,,,
"Reno, NV--CA",+39.5291876,-119.7957276,431336875.7,,,,,,,,,,,,,,,,,,,,,,
"Gardnerville, NV",+38.9308877,-119.7239513,32887151.19,,,,,,,,,,,,,,,,,,,,,,
"Reedsport, OR",+43.7030172,-124.1094021,5450050.734,,,,,,,,,,,,,,,,,,,,,,
"Sutherlin, OR",+43.3946934,-123.3181292,13556778.41,,,,,,,,,,,,,,,,,,,,,,
"Big Spring, TX",+32.2442879,-101.4616987,54070720.98,,,,,,,,,,,,,,,,,,,,,,
"Slaton, TX",+33.4345842,-101.6466877,7156033.713,,,,,,,,,,,,,,,,,,,,,,
"Corning, CA",+39.9245652,-122.1857334,7891223.995,,,,,,,,,,,,,,,,,,,,,,
"Earlimart, CA",+35.8837743,-119.2702514,3496392.007,,,,,,,,,,,,,,,,,,,,,,
"Porterville, CA",+36.0719187,-119.0291818,42474120.52,,,,,,,,,,,,,,,,,,,,,,
"Visalia, CA",+36.3289532,-119.3153132,97693049.95,,,,,,,,,,,,,,,,,,,,,,
"Woodlake, CA",+36.4159900,-119.1022138,4889569.091,,,,,,,,,,,,,,,,,,,,,,
"Glenwood Springs, CO",+39.5437593,-107.3348944,14143471.53,,,,,,,,,,,,,,,,,,,,,,
"Rifle, CO",+39.5431171,-107.7775817,10356978.36,,,,,,,,,,,,,,,,,,,,,,
"Arroyo Grande--Grover Beach--Pismo Beach, CA",+35.1238957,-120.6045690,44382372.73,,,,,,,,,,,,,,,,,,,,,,
"Steamboat Springs, CO",+40.4608964,-106.8156652,26216923.53,,,,,,,,,,,,,,,,,,,,,,
"Levelland, TX",+33.5826479,-102.3664331,16594433.86,,,,,,,,,,,,,,,,,,,,,,
"Cambria, CA",+35.5589095,-121.0904616,7082945.634,,,,,,,,,,,,,,,,,,,,,,
"Santa Maria, CA",+34.9139743,-120.4405746,70285262.06,,,,,,,,,,,,,,,,,,,,,,
"Summit Park, UT",+40.7590683,-111.5702538,9367017.025,,,,,,,,,,,,,,,,,,,,,,
"Lake of the Pines, CA",+39.0387456,-121.0613410,6912473.477,,,,,,,,,,,,,,,,,,,,,,
